Key,Male,Age,Debt,Married,BankCustomer,EducationLevel,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
107,a,38.92,1.665,u,g,aa,v,0.25,f,f,0,f,g,0,390,-
108,a,15.75,0.375,u,g,c,v,1,f,f,0,f,g,120,18,-
109,a,28.58,3.75,u,g,c,v,0.25,f,t,1,t,g,40,154,-
110,a,23.5,1.5,u,g,w,v,0.875,f,f,0,t,g,160,0,-
111,b,32.33,7.5,u,g,e,bb,1.585,t,f,0,t,s,420,0,-
112,b,34.83,4,u,g,d,bb,12.5,t,f,0,t,g,?,0,-
113,b,44.25,0.5,u,g,m,v,10.75,t,f,0,f,s,400,0,-
114,b,44.83,7,y,p,c,v,1.625,f,f,0,f,g,160,2,-
115,b,20.67,5.29,u,g,q,v,0.375,t,t,1,f,g,160,0,-
116,b,34.08,6.5,u,g,aa,v,0.125,t,f,0,t,g,443,0,-
117,b,21.67,1.165,y,p,k,v,2.5,t,t,1,f,g,180,20,-
118,b,21.5,9.75,u,g,c,v,0.25,t,f,0,f,g,140,0,-
119,b,49.58,19,u,g,ff,ff,0,t,t,1,f,g,94,0,-
120,b,39.83,0.5,u,g,m,v,0.25,t,f,0,f,s,288,0,-
121,b,27.25,0.625,u,g,aa,v,0.455,t,f,0,t,g,200,0,-
122,b,37.17,4,u,g,c,bb,5,t,f,0,t,s,280,0,-
123,b,?,0.375,u,g,d,v,0.875,t,f,0,t,s,928,0,-
124,b,25.67,2.21,y,p,aa,v,4,t,f,0,f,g,188,0,-
125,b,34,4.5,u,g,aa,v,1,t,f,0,t,g,240,0,-
126,b,62.5,12.75,y,p,c,h,5,t,f,0,f,g,112,0,-
127,b,31.42,15.5,u,g,c,v,0.5,t,f,0,f,g,120,0,-
128,b,?,5,y,p,aa,v,8.5,t,f,0,f,g,0,0,-
129,b,52.33,1.375,y,p,c,h,9.46,t,f,0,t,g,200,100,-
130,b,28.75,1.5,y,p,c,v,1.5,t,f,0,t,g,0,225,-
131,b,23,0.625,y,p,aa,v,0.125,t,f,0,f,g,180,1,-
132,b,?,0.5,u,g,c,bb,0.835,t,f,0,t,s,320,0,-
133,b,37.5,1.75,y,p,c,bb,0.25,t,f,0,t,g,164,400,-
134,b,35.25,16.5,y,p,c,v,4,t,f,0,f,g,80,0,-
135,b,18.67,5,u,g,q,v,0.375,t,t,2,f,g,0,38,-
136,b,25,12,u,g,k,v,2.25,t,t,2,t,g,120,5,-
137,b,27.83,4,y,p,i,h,5.75,t,t,2,t,g,75,0,-
138,b,54.83,15.5,u,g,e,z,0,t,t,20,f,g,152,130,-
139,b,28.75,1.165,u,g,k,v,0.5,t,f,0,f,s,280,0,-
140,b,40.92,2.25,y,p,x,h,10,t,f,0,t,g,176,0,-
141,b,29.17,3.5,u,g,w,v,3.5,t,t,3,t,g,329,0,-
142,b,24.58,12.5,u,g,w,v,0.875,t,f,0,t,g,260,0,-
143,b,20.67,1.25,y,p,c,h,1.375,t,t,3,t,g,140,210,-
144,b,37.75,7,u,g,q,h,11.5,t,t,7,t,g,300,5,-
145,b,?,0.625,u,g,k,v,0.25,f,f,0,f,g,380,2010,-
146,b,18.17,10.25,u,g,c,h,1.085,f,f,0,f,g,320,13,-
147,b,20,11.045,u,g,c,v,2,f,f,0,t,g,136,0,-
148,b,20,0,u,g,d,v,0.5,f,f,0,f,g,144,0,-
149,b,32.75,2.335,u,g,d,h,5.75,f,f,0,t,g,292,0,-
150,b,50.75,0.585,u,g,ff,ff,0,f,f,0,f,g,145,0,-
151,b,17.08,0.085,y,p,c,v,0.04,f,f,0,f,g,140,722,-
152,b,18.33,1.21,y,p,e,dd,0,f,f,0,f,g,100,0,-
153,b,32.33,2.5,u,g,c,v,1.25,f,f,0,t,g,280,0,-
154,b,18.08,6.75,y,p,m,v,0.04,f,f,0,f,g,140,0,-
155,b,38.25,10.125,y,p,k,v,0.125,f,f,0,f,g,160,0,-
156,b,30.67,2.5,u,g,cc,h,2.25,f,f,0,t,s,340,0,-
157,b,18.58,5.71,u,g,d,v,0.54,f,f,0,f,g,120,0,-
158,b,24.58,13.5,y,p,ff,ff,0,f,f,0,f,g,?,0,-
159,b,16.25,0.835,u,g,m,v,0.085,t,f,0,f,s,200,0,-
160,b,21.17,0.875,y,p,c,h,0.25,f,f,0,f,g,280,204,-
161,b,23.92,0.585,y,p,cc,h,0.125,f,f,0,f,g,240,1,-
162,b,17.67,4.46,u,g,c,v,0.25,f,f,0,f,s,80,0,-
163,b,23.25,12.625,u,g,c,v,0.125,f,t,2,f,g,0,5552,-
164,b,17.58,10,u,g,w,h,0.165,f,t,1,f,g,120,1,-
165,b,29.5,0.58,u,g,w,v,0.29,f,t,1,f,g,340,2803,-
166,b,18.83,0.415,y,p,c,v,0.165,f,t,1,f,g,200,1,-
167,b,23,0.75,u,g,m,v,0.5,f,f,0,t,s,320,0,-
168,b,25.42,0.54,u,g,w,v,0.165,f,t,1,f,g,272,444,-
169,b,35.75,2.415,u,g,w,v,0.125,f,t,2,f,g,220,1,-
170,b,69.17,9,u,g,ff,ff,4,f,t,1,f,g,70,6,-
171,b,32.92,2.5,u,g,aa,v,1.75,f,t,2,t,g,720,0,-
172,b,16.33,2.75,u,g,aa,v,0.665,f,t,1,f,g,80,21,-
173,b,22.17,12.125,u,g,c,v,3.335,f,t,2,t,g,180,173,-
174,b,18.25,0.165,u,g,d,v,0.25,f,f,0,t,s,280,0,-
175,b,23.42,1,u,g,c,v,0.5,f,f,0,t,s,280,0,-
176,b,48.75,26.335,y,p,ff,ff,0,t,f,0,t,g,0,0,-
177,b,23.5,2.75,u,g,ff,ff,4.5,f,f,0,f,g,160,25,-
178,b,18.58,10.29,u,g,ff,ff,0.415,f,f,0,f,g,80,0,-
179,b,27.75,1.29,u,g,k,h,0.25,f,f,0,t,s,140,0,-
180,b,19,1.75,y,p,c,v,2.335,f,f,0,t,g,112,6,-
181,b,16.25,0,y,p,aa,v,0.25,f,f,0,f,g,60,0,-
182,b,23,0.75,u,g,m,v,0.5,t,f,0,t,s,320,0,-
183,b,21.17,0.25,y,p,c,h,0.25,f,f,0,f,g,280,204,-
184,b,33.67,1.25,u,g,w,v,1.165,f,f,0,f,g,120,0,-
185,b,30.17,1.085,y,p,c,v,0.04,f,f,0,f,g,170,179,-
186,b,34.83,2.5,y,p,w,v,3,f,f,0,f,s,200,0,-
187,b,?,4,y,p,i,v,0.085,f,f,0,t,g,411,0,-
188,b,20.42,0,?,?,?,?,0,f,f,0,f,p,?,0,-
189,b,34.08,2.5,u,g,c,v,1,f,f,0,f,g,460,16,-
190,b,34.75,2.5,u,g,cc,bb,0.5,f,f,0,f,g,348,0,-
191,b,27.67,0.75,u,g,q,h,0.165,f,f,0,t,g,220,251,-
192,b,47.33,6.5,u,g,c,v,1,f,f,0,t,g,0,228,-
193,b,28,3,u,g,w,v,0.75,f,f,0,t,g,300,67,-
194,b,42.75,4.085,u,g,aa,v,0.04,f,f,0,f,g,108,100,-
195,b,26.92,2.25,u,g,i,bb,0.5,f,f,0,t,g,640,4000,-
196,b,33.75,2.75,u,g,i,bb,0,f,f,0,f,g,180,0,-
197,b,38.92,1.75,u,g,k,v,0.5,f,f,0,t,g,300,2,-
198,b,62.75,7,u,g,e,z,0,f,f,0,f,g,0,12,-
199,b,26.75,4.5,y,p,c,bb,2.5,f,f,0,f,g,200,1210,-
200,b,63.33,0.54,u,g,c,v,0.585,t,t,3,t,g,180,0,-
201,b,27.83,1.5,u,g,w,v,2.25,f,t,1,t,g,100,3,-
202,b,22.17,0.585,y,p,ff,ff,0,f,f,0,f,g,100,0,-
203,b,22.5,11.5,y,p,m,v,1.5,f,f,0,t,g,0,4000,-
204,b,30.75,1.585,u,g,d,v,0.585,f,f,0,t,s,0,0,-
205,b,36.67,2,u,g,i,v,0.25,f,f,0,t,g,221,0,-
206,b,41.17,1.335,u,g,d,v,0.165,f,f,0,f,g,168,0,-
207,b,32.42,3,u,g,d,v,0.165,f,f,0,t,g,120,0,-
208,b,23.08,2.5,u,g,ff,ff,0.085,f,f,0,t,g,100,4208,-
209,b,26.83,0.54,u,g,k,ff,0,f,f,0,f,g,100,0,-
210,b,16.92,0.335,y,p,k,v,0.29,f,f,0,f,s,200,0,-
211,b,24.42,2,u,g,e,dd,0.165,f,t,2,f,g,320,1300,-
212,b,42.83,1.25,u,g,m,v,13.875,f,t,1,t,g,352,112,-
213,b,39.42,1.71,y,p,m,v,0.165,f,f,0,f,s,400,0,-
214,b,21.42,0.75,y,p,r,n,0.75,f,f,0,t,g,132,2,-
215,b,33,2.5,y,p,w,v,7,f,f,0,t,g,280,0,-
216,b,26.33,13,u,g,e,dd,0,f,f,0,t,g,140,1110,-
217,b,26.25,1.54,u,g,w,v,0.125,f,f,0,f,g,100,0,-
218,b,28.67,14.5,u,g,d,v,0.125,f,f,0,f,g,0,286,-
219,b,20.67,0.835,y,p,c,v,2,f,f,0,t,s,240,0,-
220,b,34.42,1.335,u,g,i,bb,0.125,f,f,0,t,g,440,4500,-
221,b,33.58,0.25,u,g,i,bb,4,f,f,0,t,s,420,0,-
222,b,43.17,5,u,g,i,bb,2.25,f,f,0,t,g,141,0,-
223,b,22.08,11.46,u,g,k,v,1.585,f,f,0,t,g,100,1212,-
224,b,34,5.5,y,p,c,v,1.5,f,f,0,t,g,60,0,-
225,b,22.58,1.5,y,p,aa,v,0.54,f,f,0,t,g,120,67,-
226,b,21.17,0,u,g,c,v,0.5,f,f,0,t,s,0,0,-
227,b,26.67,14.585,u,g,i,bb,0,f,f,0,t,g,178,0,-
228,b,22.92,0.17,u,g,m,v,0.085,f,f,0,f,s,0,0,-
229,b,15.17,7,u,g,e,v,1,f,f,0,f,g,600,0,-
230,b,39.92,5,u,g,i,bb,0.21,f,f,0,f,g,550,0,-
231,b,27.42,12.5,u,g,aa,bb,0.25,f,f,0,t,g,720,0,-
232,b,24.75,0.54,u,g,m,v,1,f,f,0,t,g,120,1,-
233,b,41.17,1.25,y,p,w,v,0.25,f,f,0,f,g,0,195,-
234,b,29.83,2.04,y,p,x,h,0.04,f,f,0,f,g,128,1,-
235,b,26.17,12.5,y,p,k,h,1.25,f,f,0,t,g,0,17,-
236,b,31,2.085,u,g,c,v,0.085,f,f,0,f,g,300,0,-
237,b,20.75,5.085,y,p,j,v,0.29,f,f,0,f,g,140,184,-
238,b,28.92,0.375,u,g,c,v,0.29,f,f,0,f,g,220,140,-
239,b,34,5.085,y,p,i,bb,1.085,f,f,0,t,g,480,0,-
240,b,16,3.125,u,g,w,v,0.085,f,t,1,f,g,0,6,-
241,b,17.08,0.25,u,g,q,v,0.335,f,t,4,f,g,160,8,-
242,b,31.25,2.835,u,g,ff,ff,0,f,t,5,f,g,176,146,-
243,b,25.17,3,u,g,c,v,1.25,f,t,1,f,g,0,22,-
244,b,40.58,1.5,u,g,i,bb,0,f,f,0,f,s,300,0,-
245,b,22.25,0.46,u,g,k,v,0.125,f,f,0,t,g,280,55,-
246,b,22.5,0.125,y,p,k,v,0.125,f,f,0,f,g,200,70,-
247,b,23.58,1.79,u,g,c,v,0.54,f,f,0,t,g,136,1,-
248,b,38.42,0.705,u,g,c,v,0.375,f,t,2,f,g,225,500,-
249,b,35,2.5,u,g,i,v,1,f,f,0,t,g,210,0,-
250,b,20.42,1.085,u,g,q,v,1.5,f,f,0,f,g,108,7,-
251,b,29.42,1.25,u,g,w,v,1.75,f,f,0,f,g,200,0,-
252,b,26.17,0.835,u,g,cc,v,1.165,f,f,0,f,g,100,0,-
253,b,33.67,2.165,u,g,c,v,1.5,f,f,0,f,p,120,0,-
254,b,24.58,1.25,u,g,c,v,0.25,f,f,0,f,g,110,0,-
255,b,37.5,0.835,u,g,e,v,0.04,f,f,0,f,g,120,5,-
256,b,49.17,2.29,u,g,ff,ff,0.29,f,f,0,f,g,200,3,-
257,b,33.58,0.335,y,p,cc,v,0.085,f,f,0,f,g,180,0,-
258,b,51.83,3,y,p,ff,ff,1.5,f,f,0,f,g,180,4,-
259,b,22.92,3.165,y,p,c,v,0.165,f,f,0,f,g,160,1058,-
260,b,21.83,1.54,u,g,k,v,0.085,f,f,0,t,g,356,0,-
261,b,25.25,1,u,g,aa,v,0.5,f,f,0,f,g,200,0,-
262,b,58.58,2.71,u,g,c,v,2.415,f,f,0,t,g,320,0,-
263,b,19,0,y,p,ff,ff,0,f,t,4,f,g,45,1,-
264,b,19.58,0.585,u,g,ff,ff,0,f,t,3,f,g,350,769,-
265,b,25.92,0.875,u,g,k,v,0.375,f,t,2,t,g,174,3,-
266,b,23.08,0,u,g,k,v,1,f,t,11,f,s,0,0,-
267,b,39.58,5,u,g,ff,ff,0,f,t,2,f,g,17,1,-
268,b,30.58,2.71,y,p,m,v,0.125,f,f,0,t,s,80,0,-
269,b,17.25,3,u,g,k,v,0.04,f,f,0,t,g,160,40,-
270,b,16.5,0.125,u,g,c,v,0.165,f,f,0,f,g,132,0,-
271,b,31.25,1.125,u,g,ff,ff,0,f,t,1,f,g,96,19,-
272,b,20,7,u,g,c,v,0.5,f,f,0,f,g,0,0,-
273,b,?,3,y,p,i,bb,7,f,f,0,f,g,0,1,-
274,b,39.5,1.625,u,g,c,v,1.5,f,f,0,f,g,0,316,-
275,b,36.5,4.25,u,g,q,v,3.5,f,f,0,f,g,454,50,-
276,b,52.42,1.5,u,g,d,v,3.75,f,f,0,t,g,0,350,-
277,b,36.17,18.125,u,g,w,v,0.085,f,f,0,f,g,320,3552,-
278,b,34.58,0,?,?,?,?,0,f,f,0,f,p,?,0,-
279,b,29.67,0.75,y,p,c,v,0.04,f,f,0,f,g,240,0,-
280,b,36.17,5.5,u,g,i,bb,5,f,f,0,f,g,210,687,-
281,b,25.67,0.29,y,p,c,v,1.5,f,f,0,t,g,160,0,-
282,b,24.08,0.875,u,g,m,v,0.085,f,t,4,f,g,254,1950,-
283,b,21.92,0.5,u,g,c,v,0.125,f,f,0,f,g,360,0,-
284,b,31.08,3.085,u,g,c,v,2.5,f,t,2,t,g,160,41,-
285,b,22.08,2.335,u,g,k,v,0.75,f,f,0,f,g,180,0,-
286,b,16.33,4.085,u,g,i,h,0.415,f,f,0,t,g,120,0,-
287,b,21.08,4.125,y,p,i,h,0.04,f,f,0,f,g,140,100,-
288,b,17.42,6.5,u,g,i,v,0.125,f,f,0,f,g,60,100,-
289,b,19.17,4,y,p,i,v,1,f,f,0,t,g,360,1000,-
290,b,20.67,0.415,u,g,c,v,0.125,f,f,0,f,g,0,44,-
291,b,26.75,2,u,g,d,v,0.75,f,f,0,t,g,80,0,-
292,b,23.58,0.835,u,g,i,h,0.085,f,f,0,t,g,220,5,-
293,b,39.17,2.5,y,p,i,h,10,f,f,0,t,s,200,0,-
294,b,22.75,11.5,u,g,i,v,0.415,f,f,0,f,g,0,0,-
295,b,23.5,3.165,y,p,k,v,0.415,f,t,1,t,g,280,80,-
296,b,23.75,0.415,y,p,c,v,0.04,f,t,2,f,g,128,6,-
297,b,34.67,1.08,u,g,m,v,1.165,f,f,0,f,s,28,0,-
298,b,74.83,19,y,p,ff,ff,0.04,f,t,2,f,g,0,351,-
299,b,28.17,0.125,y,p,k,v,0.085,f,f,0,f,g,216,2100,-
300,b,24.5,13.335,y,p,aa,v,0.04,f,f,0,t,g,120,475,-
301,b,18.83,3.54,y,p,ff,ff,0,f,f,0,t,g,180,1,-
302,b,45.17,1.5,u,g,c,v,2.5,t,f,0,t,g,140,0,-
303,b,41.58,1.75,u,g,k,v,0.21,t,f,0,f,g,160,0,-
304,b,43.25,25.21,u,g,q,h,0.21,t,t,1,f,g,760,90,-
305,b,43.17,2.25,u,g,i,bb,0.75,t,f,0,f,g,560,0,-
306,b,40.92,0.835,u,g,ff,ff,0,t,f,0,f,g,130,1,-
307,b,31.83,2.5,u,g,aa,v,7.5,t,f,0,t,g,523,0,-
308,b,35.25,3.165,u,g,x,h,3.75,t,f,0,t,g,680,0,-
309,b,34.25,1.75,u,g,w,bb,0.25,t,f,0,t,g,163,0,-
310,b,80.25,5.5,u,g,?,?,0.54,t,f,0,f,g,0,340,-
311,b,19.42,1.5,y,p,cc,v,2,t,f,0,t,g,100,20,-
312,b,42.75,3,u,g,i,bb,1,t,f,0,f,g,0,200,-
313,b,19.67,10,y,p,k,h,0.835,t,f,0,t,g,140,0,-
314,b,36.33,3.79,u,g,w,v,1.165,t,f,0,t,g,200,0,-
315,b,30.08,1.04,y,p,i,bb,0.5,t,t,10,t,g,132,28,-
316,b,44.25,11,y,p,d,v,1.5,t,f,0,f,s,0,0,-
317,b,23.58,0.46,y,p,w,v,2.625,t,t,6,t,g,208,347,-
318,b,29.83,1.25,y,p,k,v,0.25,f,f,0,f,g,224,0,-
319,b,20.08,0.25,u,g,q,v,0.125,f,f,0,f,g,200,0,-
320,b,23.42,0.585,u,g,c,h,0.085,t,f,0,f,g,180,0,-
321,b,32.33,3.5,u,g,k,v,0.5,f,f,0,t,g,232,0,-
322,b,?,0.04,y,p,d,v,4.25,f,f,0,t,g,460,0,-
323,b,47.83,4.165,u,g,x,bb,0.085,f,f,0,t,g,520,0,-
324,b,20,1.25,y,p,k,v,0.125,f,f,0,f,g,140,4,-
325,b,27.58,3.25,y,p,q,h,5.085,f,t,2,t,g,369,1,-
326,b,22,0.79,u,g,w,v,0.29,f,t,1,f,g,420,283,-
327,b,19.33,10.915,u,g,c,bb,0.585,f,t,2,t,g,200,7,-
328,b,29.42,1.25,u,g,c,h,0.25,f,t,2,t,g,400,108,-
329,b,22.67,0.75,u,g,i,v,1.585,f,t,1,t,g,400,9,-
330,b,32.25,14,y,p,ff,ff,0,f,t,2,f,g,160,1,-
331,b,29.58,4.75,u,g,m,v,2,f,t,1,t,g,460,68,-
332,b,18.42,10.415,y,p,aa,v,0.125,t,f,0,f,g,120,375,-
333,b,22.17,2.25,u,g,i,v,0.125,f,f,0,f,g,160,10,-
334,b,18.83,0,u,g,q,v,0.665,f,f,0,f,g,160,1,-
335,b,21.58,0.79,y,p,cc,v,0.665,f,f,0,f,g,160,0,-
336,b,23.75,12,u,g,c,v,2.085,f,f,0,f,s,80,0,-
337,b,22,7.835,y,p,i,bb,0.165,f,f,0,t,g,?,0,-
338,b,36.08,2.54,u,g,ff,ff,0,f,f,0,f,g,0,1000,-
339,b,29.25,13,u,g,d,h,0.5,f,f,0,f,g,228,0,-
340,b,32.42,2.165,y,p,k,ff,0,f,f,0,f,g,120,0,-
341,b,18.17,2.46,u,g,c,n,0.96,f,t,2,t,g,160,587,-
342,b,40.92,0.5,y,p,m,v,0.5,f,f,0,t,g,130,0,-
343,b,19.5,9.585,u,g,aa,v,0.79,f,f,0,f,g,80,350,-
344,b,28.58,3.625,u,g,aa,v,0.25,f,f,0,t,g,100,0,-
345,b,35.58,0.75,u,g,k,v,1.5,f,f,0,t,g,231,0,-
346,b,34.17,2.75,u,g,i,bb,2.5,f,f,0,t,g,232,200,-
347,b,31.58,0.75,y,p,aa,v,3.5,f,f,0,t,g,320,0,-
348,b,36.17,0.42,y,p,w,v,0.29,f,f,0,t,g,309,2,-
349,b,37.33,2.665,u,g,cc,v,0.165,f,f,0,t,g,0,501,-
350,b,24.08,9,u,g,aa,v,0.25,f,f,0,t,g,0,0,-
